ID TAREA,TIPO DE TAREA,TAREA,DESCRIPCIÓN,VARIANTES,CATEGORIA,OBJETIVO,ESPACIO,SERIES,TIEMPO SERIES,TIEMPO TOTAL,MATERIAL,IMAGEN TAREA,ENLACE VIDEO DRIVE,ID_ENLACE_VIDEO_DRIVE,VIDEO_DRIVE
T235,TÉCNICA INDIVIDUAL,CONDUCCIÓN (variedad),"Todos los jugadores con un balón (fila india). Divididos en dos grupos. Deben  realizar un circuito de conducción dividido en:  A: Conducción interior – interior.  B: Conducción con el exterior. C: Conducción con la planta del pie. D: Conducción con la planta del pie pero hacia atrás (de espaldas). E: Conducción, REGATE (gesto técnico) al chino  y TIRO (portero y/o conos) Tras realizar el circuito, el jugador coge el balón y vuelve a la fila.",,"PREBENJAMIN , SALA",CONDUCCIÓN,7x7,4,4,20,"BALONES , CHINOS , CONOS",TAREAS_Images/e9f6fd10.IMAGEN TAREA.123330.png,,,http://drive.google.com/uc?id=
T236,JUEGO LÚDICO,CONDUCCIÓN (pañuelo),Todos los jugadores (divididos en dos grupos) Juego del pañuelo pero con balón. Cuando el entrenador diga un número saldrá un jugador de cada equipo  Consiste en coger el balón y conducirlo sin que el otro jugador le quite el  balón hasta atravesar la línea de partida. El jugador que pierda seguirá jugando (tras dar una vuelta).,,"PREBENJAMIN , SALA",CONDUCCIÓN,8x8,4,2,10,"BALONES , PETOS",TAREAS_Images/6701289a.IMAGEN TAREA.123441.png,,,http://drive.google.com/uc?id=
T237,TÉCNICA INDIVIDUAL,CONDUCCIÓN (Que no te pillen),"Jugadores divididos en tríos. El jugador de la mitad intenta conducir hacia la portería. Los otros 2 jugadores (primero puede salir solo uno) saldrán al mismo tiempo  e intentarán alcanzarlo antes de que llegue a tirar. Sólo se puede tirar a partir del chino. Tras realizar el ejercicio, el jugador coge el balón y vuelve a la fila. Tras 2 rondas, se cambian las filas.",,"PREBENJAMIN , SALA",CONDUCCIÓN,20x20,4,2,10,"BALONES , CHINOS",TAREAS_Images/cc7dcda2.IMAGEN TAREA.123558.png,,,http://drive.google.com/uc?id=
T238,TÉCNICA COLECTIVA,CONDUCCIÓN (Control orientado),"ugadores colocados en los chinos (ver dibujo): A, B y C. Pase frontal entre 2 jugadores: Inicia A pasa a B. Una vez realizado el pase  B realiza un control orientado y conduce rápido en dirección a portería. El poseedor del balón (B) intentará llegar antes de que su compañero (C) le  coja. El jugador que persigue (C) saldrá en el momento en el que su  compañero (B) recibe el pase del A. Tras finalizar rotan: A va sitio de C, C a sitio de B, B recoge el balón y va A  para iniciar la jugada de nuevo.",,"PREBENJAMIN , SALA",CONDUCCIÓN,20x20,4,2,10,"BALONES , CHINOS",TAREAS_Images/7e88804f.IMAGEN TAREA.123832.png,,,http://drive.google.com/uc?id=
T239,TÉCNICA INDIVIDUAL,CONDUCCIÓN (Relevos),"La mitad de los jugadores de cada equipo se colocan enfrente de los otros y  a una distancia de uno 15 metros  A mitad de camino se colocan 2 conos Se trata de conducir rápidamente desde uno de los lados hacia el otro.  Una vez que el jugador en conducción pasa la línea marcada por los conos  puede salir el siguiente jugador que recoge el balón y así sucesivamente.  Primero sin competir. Después, ganará el equipo cuyo último hombre cruce  antes la línea de meta.",,"PREBENJAMIN , SALA",CONDUCCIÓN,20x15,4,3,15,"BALONES , CHINOS , PETOS",TAREAS_Images/0806879d.IMAGEN TAREA.123952.png,,,http://drive.google.com/uc?id=
T240,TÉCNICA INDIVIDUAL,CONDUCCIÓN (Obstáculos),"Jugadores divididos en dos grupos de 5, todos con balón. En una zona delimitada por  4 conos se colocarán 5 jugadores, un balón por  jugador y 5 conos. Consiste en conducir el balón a través del cuadrado sorteando los conos  (girando alrededor de un cono y yendo hacia otro, así hasta hacer los 5  conos) y evitando perder el control del balón.",,"PREBENJAMIN , SALA",CONDUCCIÓN,15x15,8,1,10,"BALONES , CHINOS",TAREAS_Images/c9f2c764.IMAGEN TAREA.124114.png,,,http://drive.google.com/uc?id=
T241,TÉCNICA INDIVIDUAL,CONDUCCIÓN (Sorteando conos),"Jugadores divididos en dos grupos de 5, todos con balón.  Conducción entre conos, para después realizar un tiro. Tras sortear todos los conos dirigirse a uno de los 2 más alejados para tirar a  portería.",,"PREBENJAMIN , SALA",CONDUCCIÓN,20x20,4,3,15,"BALONES , CHINOS",TAREAS_Images/a687fc2b.IMAGEN TAREA.124218.png,,,http://drive.google.com/uc?id=
T242,TÉCNICA INDIVIDUAL,CONDUCCIÓN (número y tiro),"Jugadores divididos en 2 grupos, todos con balón.  Conducir alrededor de una zona para después tirar a puerta. Cada jugador tendrá un número asignado. En una zona próxima al área de penalti los jugadores conducen el balón.  Cuando el entrenador nombre un número éste deberá tirar a portería.",,"PREBENJAMIN , SALA",CONDUCCIÓN,8x8,8,1,10,"BALONES , CHINOS",TAREAS_Images/f1cdbecb.IMAGEN TAREA.124320.png,,,http://drive.google.com/uc?id=
T243,TÉCNICA INDIVIDUAL,CONDUCCIÓN (corre que te  persiguen),"Jugadores divididos en 2 grupos, todos con balón. Un jugador conduce hasta mitad de campo donde deberá rodear a un pivote  En el momento en el que haya superado el pivote un compañero que está  situado 5 metros detrás saldrá en su busca con la intención de quitarle el  balón antes de que llegue a la zona de tiro",,"PREBENJAMIN , SALA",CONDUCCIÓN,20x10,4,2,10,"BALONES , CHINOS",TAREAS_Images/b2cb4e45.IMAGEN TAREA.125000.png,,,http://drive.google.com/uc?id=
T244,TÉCNICA INDIVIDUAL,CONDUCCIÓN (TORPEDOS),"Dos líneas formadas por 4-5 jugadores cada una se sitúan a 10 metros una  de la otra. Una de las filas tendrá en su poder todos los balones. El jugador que conduce el balón deberá de hacerlo entre las 2 líneas  procurando que no le desvíen el balón que él mismo conduce Si tiran su  balón , eliminado). Si termina, sale su compañero con balón hacia la otra  dirección (y lanzarán balones los de la fila contraria)",,"PREBENJAMIN , SALA",CONDUCCIÓN,15x15,4,2,10,"BALONES , CHINOS",TAREAS_Images/5a9e2ca2.IMAGEN TAREA.130647.png,,,http://drive.google.com/uc?id=
T245,TÉCNICA INDIVIDUAL,CONDUCCIÓN (RONDOS),"Jugadores divididos en 2 grupos, un balón para cada grupo. Cada grupo forma un círculo alrededor del cono central. El jugador que  empieza con el balón dice en voz alta el nombre de un compañero.  Conducirá el balón hasta dicho compañero y le dejará el balón, ocupando su  sitio. El compañero que recibe el balón hace la misma acción nombrando a otro  compañero, dejándole el balón y así sucesivamente.",,"PREBENJAMIN , SALA",CONDUCCIÓN,8x8,4,2,10,"BALONES , CHINOS",TAREAS_Images/353d0291.IMAGEN TAREA.130759.png,,,http://drive.google.com/uc?id=
T246,TÉCNICA INDIVIDUAL,CONDUCCIÓN + FINALIZACIÓN  (CONOS COLORES),"Jugadores divididos en 2 grupos, todos con balón. Se forma un cuadrado con  conos de diferentes colores (en medio un chino).  El jugador sale del medio campo conduciendo el balón hasta el chino central  del cuadrado. Al llegar, el entrenador indicará un color de uno de los conos  que están las esquinas del cuadrado, el jugador conducirá hasta ese cono,  tocándolo, girando sobre él y rápidamente buscará portería para finalizar   con disparo fuera del área.",,"PREBENJAMIN , SALA",CONDUCCIÓN,20x20,4,4,20,"BALONES , CHINOS",TAREAS_Images/7181ff88.IMAGEN TAREA.131154.png,,,http://drive.google.com/uc?id=
T247,TÉCNICA COLECTIVA,CONDUCCIÓN (CUADRADO.  VARIANTE PASE),"Jugadores divididos en 2 grupos. Donde inicia jugada, dos jugadores. Se forma un cuadrado con los conos. Realizan una conducción hacia el compañero, deja el balón y se queda en su  sitio. Realizar el ejercicio en ambos sentidos.",a mitad de camino dar pase y hacer pared. Tras la pared el  jugador ocupa el sitio del compañero que saldrá conduciendo hacia el  otro cono.,"PREBENJAMIN , SALA",CONDUCCIÓN,7x7,4,2,10,"BALONES , CHINOS",TAREAS_Images/47a43f32.IMAGEN TAREA.131257.png,,,http://drive.google.com/uc?id=
T248,JUEGO LÚDICO,CAZA BALONES,"Jugadores divididos en 2 equipos.  Se hacen 2 círculos con los chinos (uno para cada equipo). Una fila de  balones en el otro extremo del campo, a media distancia un cono. Sale un jugador de cada equipo a sprint, coge un balón y conduciéndolo lo  deposita dentro del círculo, choca la mano con su compañero, que repite la  operación. Cuando no queden balones que coger, el jugador sale al cono  central, giro completo y roba al círculo rival y, con el pie, lo lleva a su círculo.",,"ALEVIN , BENJAMIN , PREBENJAMIN , SALA",,20x20,4,2,10,"BALONES , CHINOS",TAREAS_Images/1a2a737b.IMAGEN TAREA.131425.png,,,http://drive.google.com/uc?id=
T249,JUEGO LÚDICO,CONDUCCIÓN (3 en raya),"Jugadores divididos en 2 equipos. Cada jugador con un balón.  Con los aros se hacen dos juegos de 3 en raya (uno para cada equipo).  Sale un jugador de cada equipo a conduciendo un balón, zig-zag, giro  completo y deposita el balón en un aro. Realiza sprint para dar relevo a su  compañero.  Gana el equipo que antes haga el 3 en raya.",Primero se puede hacer con un peto con la mano cada  jugador de los equipos.,"ALEVIN , BENJAMIN , PREBENJAMIN , SALA",CONDUCCIÓN,20x20,4,2,10,"AROS , BALONES , CHINOS , PETOS",TAREAS_Images/3ef1ac34.IMAGEN TAREA.131558.png,,,http://drive.google.com/uc?id=
T250,TÉCNICA INDIVIDUAL,CONDUCCIÓN (equipos-chinos),"Jugadores divididos en 2 equipos en 2 colores: azul y rojo. Todos con balón.  Los jugadores conducen el balón libremente, hasta que a la señal del  entrenador, deben ir con cada uno con su balón hacia el chino de su color y  juntarse todos los miembros del equipo del mismo color. Ganará el equipo que logre juntar a todos los miembros de su equipo  en el  chino de su color y que tengan el balón en el pie.","los 2 equipos mezclados van corriendo sin balón, a la señal  del entrenador deben  juntarse todos en el chino de su color.","ALEVIN , BENJAMIN , PREBENJAMIN , SALA",CONDUCCIÓN,15x15,4,2,10,"BALONES , CHINOS",TAREAS_Images/cb1985bc.IMAGEN TAREA.131701.png,,,http://drive.google.com/uc?id=
T251,TÉCNICA INDIVIDUAL,CONDUCCIÓN  (conducción + regate),Jugadores en grupos de 4. Jugadores 1 y 1 (uno de cada equipo) salen conduciendo el balón hacia el  cono que tienen a su derecha. Al llegar a ese cono realizan un regate y  siguen conduciendo hacia el siguiente cono (el que está frente a su posición  de salida). Allí dan el relevo al siguiente compañero.,,"BENJAMIN , PREBENJAMIN , SALA",CONDUCCIÓN,10x10,4,2,10,"BALONES , CHINOS",TAREAS_Images/cd23f6fb.IMAGEN TAREA.131946.png,,,http://drive.google.com/uc?id=
T252,ACCIONES COMBINADAS,CONDUCCIÓN  (toma de decisiones),"Jugadores en parejas. Jugador nº 1 (rojo)  conduce hasta el cono más lejano (rojo). Una vez llega,  da la vuelta y finaliza en cualquiera de las dos porterías.  A su vez, nada más que el jugador nº 1 llegue al cono, el jugador nº 2  (amarillo) sale conduciendo hacia el cono más cercano (amarillo) para  intentar finalizar en cualquiera de las porterías.  Nada más finalizar jugador nº1 deberá actuar de defensa contra jugador nº2.",,"ALEVIN , BENJAMIN , PREBENJAMIN , SALA",CONDUCCIÓN,15x10,4,2,10,"BALONES , CHINOS , PORTERIA PEQUEÑA",TAREAS_Images/83ed488a.IMAGEN TAREA.132050.png,,,http://drive.google.com/uc?id=
T253,JUEGO LÚDICO,CONDUCCIÓN (Gato y ratón),a) Jugadores divididos en pareja. Cada uno con un balón. Se sitúan en  esquinas opuestas. El objetivo es conducir el balón hacia su derecha y uno  (gato) persigue al otro (ratón). Luego se intercambian posiciones. b) Jugadores divididos en 4. Cada uno con un balón. Cada jugador situado  en una esquina del cuadrado. El objetivo es conducir el balón hacia la  derecha y perseguirse entre ellos.,Introducir en un lado del cuadrado un ejercicio (zig-zag),"PREBENJAMIN , SALA",CONDUCCIÓN,10x10,4,2,10,"BALONES , CHINOS",TAREAS_Images/841894b2.IMAGEN TAREA.132146.png,,,http://drive.google.com/uc?id=
T254,TÉCNICA INDIVIDUAL,CONDUCCIÓN (2 equipos),"a) Jugadores de un equipo en el interior, jugadores del otro equipo uno en  cada chino exterior. Los jugadores interiores conducen el balón, pasan a  un jugador exterior (tras decir su nombre) y éstos devuelven el balón al  primer toque. Jugadores interiores siguen conduciendo.  b)   Jugadores de los 2 equipos mezclados, tanto fuera como dentro.  Jugadores interiores conducen el balón, le dan el balón a un compañero  exterior de su equipo y ocupan su lugar. Éstos, tras controlar, conducen  el balón hacia el interior (intercambio de posiciones) repitiendo operación",,"PREBENJAMIN , SALA",CONDUCCIÓN,20x20,4,3,15,"BALONES , CHINOS",TAREAS_Images/3cd47b09.IMAGEN TAREA.132328.png,,,http://drive.google.com/uc?id=
T255,TÉCNICA INDIVIDUAL,CONDUCCIÓN (pared +  chinos),"Todos los jugadores con un balón.  Golpeo con el balón a la pared (si no la hubiera por parejas pases), a la  señal del entrenador, control de balón, giro y conducen el balón hasta un  chino, donde dejarán el balón pisado con la planta.  Después, se quitará un chino para ir eliminando a jugadores. (Si no se hace en la pared, cada 2-3 rondas se cambia la posición de las  parejas)","1. Alternar piernas. 2. Alternar superficies  del pie (planta, ext, int…)",SALA,CONDUCCIÓN,20x20,4,2,10,"BALONES , CHINOS",TAREAS_Images/ee845d1d.IMAGEN TAREA.132431.png,,,http://drive.google.com/uc?id=
T256,TÉCNICA INDIVIDUAL,CONDUCCIÓN (Pasar porterías),Todos los niños con balón.  El niño ha de conducir el balón pasando por medio de una serie de porterías  esparcidas por el suelo.,,"PREBENJAMIN , SALA",CONDUCCIÓN,20x20,4,2,10,"BALONES , CHINOS",TAREAS_Images/78a6bf78.IMAGEN TAREA.132530.png,,,http://drive.google.com/uc?id=
T257,TÉCNICA INDIVIDUAL,CONDUCCIÓN (túnel / carrera),"Conducción : a) Todos los jugadores en parejas, con un balón por pareja. Durante 1 minuto, un jugador conduce el balón en dirección a su compañero,  el cual estará de pie (de frente) con las piernas abiertas. El jugador, al llegar delante de su compañero, dará un toque al balón para  hacerle un túnel y, tras esa acción, correrá al otro lado para controlar el balón  con pisada y repetir la acción. El compañero de pie girará para estar siempre de frente a su compañero. b) Jugadores en pareja, cada uno con un balón.  Carrera de conducción (ida y vuelta) tras llegar al cono (pisada, giro ext…)",,"PREBENJAMIN , SALA",CONDUCCIÓN,20x20,4,2,10,"BALONES , CHINOS",TAREAS_Images/1b4819f4.IMAGEN TAREA.132622.png,,,http://drive.google.com/uc?id=
T258,TÉCNICA INDIVIDUAL,CONDUCCIÓN  (cambio de cuadrado),"Jugadores divididos en  grupos, todos con balón y cada grupo en un  cuadrado (distancia entre cuadrados 5mts) Cada uno de los jugadores conduce su balón dentro del cuadrado, sin chocar  con ninguno de sus compañeros. A la señal del entrenador, cada uno de los jugadores de un equipo sale de su  cuadrado para conducir el balón en sentido de las agujas del reloj hacia el  cuadrado siguiente. Gana el equipo cuya totalidad de jugadores logra  controlar su balón primero en el cuadrado siguiente.",1. Alternar piernas.  2. Dirigir dirección hacia cuadrado. 3. Distancias. 4. Colores equipos,"PREBENJAMIN , SALA",CONDUCCIÓN,40x20,4,2,10,"BALONES , CHINOS , PETOS",TAREAS_Images/b34e4f3c.IMAGEN TAREA.132728.png,,,http://drive.google.com/uc?id=
T259,TÉCNICA INDIVIDUAL,CONDUCCIÓN  (juego de la sombra),"Jugadores por parejas. Primero se practica sin balón, luego con él. Un jugador conduce el balón y su pareja deberá pisar siempre la sombra del  compañero que lleva el balón. Con el paso del tiempo el “atacante” puede  aumentar la velocidad de su desplazamiento (primero sin balón, luego con  él). Luego se intercambian posiciones.",1.  Alternar piernas (izda. Dcha.) 2. Manos atrás (defensa / atacante),"PREBENJAMIN , SALA",CONDUCCIÓN,20x20,4,2,10,BALONES,TAREAS_Images/0a41abe9.IMAGEN TAREA.132821.png,,,http://drive.google.com/uc?id=
T260,TÉCNICA INDIVIDUAL,CONTROL (caballito inglés),"Todos los jugadores con un balón, menos uno. Tradicional juego del “1,2,3, caballito inglés”. Un jugador en el poste que se  la queda, de espaldas al resto de compañeros que intentan llegar a la  portería controlando el balón (sin que se escape). Cuando el jugador que se  la queda diga “1,2,3, caballito inglés” se girará y si ve algún jugador en  movimiento, éste deberá reiniciar el juego.",1. Alternar piernas.  2. Superficie (int. ext.) 3. Dos grupos.,"PREBENJAMIN , SALA",CONDUCCIÓN,20x20,4,2,10,BALONES,TAREAS_Images/366be2e3.IMAGEN TAREA.132913.png,,,http://drive.google.com/uc?id=
T261,ACCIONES COMBINADAS,1x1 FINALIZACIÓN PREVIA PASES,"Dos equipos (azul y rojo) situados uno enfrente del otro. A la señal,  comienzan a darse pases desde los conos hasta la siguiente señal. A la  señal del entrenador, el que recibe el balón debe conducir rápidamente hacia  una de las dos porterías (la que quiera) y finalizar jugada. Antes de  comenzar la conducción, puede amagar ir hacia un lado para ir al contrario.  Una vez que empieza la conducción hacia la portería los dos siguientes  jugadores de las filas empiezan con los pases. A la siguiente señal del  entrenador comienza la conducción   finalización.",,"ALEVIN , BENJAMIN , PREBENJAMIN , SALA",FINALIZAR,30x30,4,3,15,"BALONES , CHINOS , PETOS , PORTERIA REGLAMENTARIA",TAREAS_Images/fb809367.IMAGEN TAREA.133123.png,,,http://drive.google.com/uc?id=
T262,TÉCNICA INDIVIDUAL,FINALIZACIÓN  (conducción blanco – negro),"Jugadores divididos en 2 grupos, cada jugador con un balón.  Se sitúan en dos filas enfrentadas de espaldas, separadas 2 metros,  teniendo la línea del medio campo como separación. Un equipo será blanco  y el otro negro. Cuando el  entrenador diga “blanco o negro” ese equipo saldrá conduciendo el balón  hacia su portería, mientras que su pareja enfrentada le perseguirá intentando   sacar el balón hacia la banda.",1.  Poner más porterías. 2.  Competición (salen a la vez los 2  equipos a cruzar la línea de fondo),"PREBENJAMIN , SALA",CONDUCCIÓN,40x20,4,2,10,"BALONES , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/8b7fba50.IMAGEN TAREA.133351.png,,,http://drive.google.com/uc?id=
T263,TÉCNICA INDIVIDUAL,FINALIZACIÓN (PREVIA  CONDUCCIÓN),"Jugadores divididos en 2 grupos, a ambos lados de la portería. Todos los balones el entrenador.  A la señal del entrenador, sale un jugador de cada fila a sprint hacia el cono,  pasando por fuera del mismo, se dirigen al cono central, donde el entrenador  soltará un balón. El primer jugador en llegar ataca, conducirá el balón e intentará finalizar,  mientras el otro jugador defenderá.",1. Circuito en medio. 2. Defensa puede  finalizar.,"PREBENJAMIN , SALA",CONDUCCIÓN,20x20,4,2,10,"BALONES , CHINOS",TAREAS_Images/6ea9bf22.IMAGEN TAREA.133519.png,,,http://drive.google.com/uc?id=
T264,ACCIONES COMBINADAS,FINALIZACIÓN  (conducción + defensa),"Dos equipos (azul y rojo) situados, uno al borde del área, en ambos laterales, y otro a la  misma altura lateral pero en la línea de fondo. A la señal, un jugador del equipo azul sale  desde un cono hasta otro conduciendo el balón. Una vez supera el segundo cono, finaliza  jugada con disparo (una vez finaliza vuelve a la fila para volver a realizar el ejercicio). El  jugador del equipo rojo, a la misma señal del entrenador, sale desde su cono a defender  la portería bajo palos (sin utilizar las manos). Cada equipo dispone del mismo número de  balones para finalizar (todos los que tengamos). Una vez finalizan con todos los balones,  cambio de roles en los equipos. Gana el equipo que más goles marca. Luego se repite desde la otra banda con pierna  contraria.",,"PREBENJAMIN , SALA",FINALIZAR,30x15,4,4,20,"BALONES , CHINOS , PETOS",TAREAS_Images/ea570366.IMAGEN TAREA.133701.png,,,http://drive.google.com/uc?id=
T265,TÉCNICA INDIVIDUAL,"FINALIZACIÓN  (4 MINIPORTERÍAS), 1X1)","Por parejas.  A la señal de entrenador, compiten los 2 jugadores que van a sprint hacia el balón  lanzado por el entrenador. El 1º en llegar ataca, el otro defiende El objetivo es meter gol  en cualquiera de las  miniporterías (tanto por delante como por detrás). No vale tirar de  lejos. Al terminar, llevar el balón al entrenador.",1. Regate. 2. Distancia. 3. Dirigir portería  (no dejarle meter hasta que Entr. diga),"PREBENJAMIN , SALA",FINALIZAR,10x8,4,2,10,"BALONES , CHINOS , PORTERIA PEQUEÑA",TAREAS_Images/bd199c60.IMAGEN TAREA.133922.png,,,http://drive.google.com/uc?id=
T266,TÉCNICA INDIVIDUAL,FINALIZACIÓN (CONOS COLORES),"Jugadores divididos en 2 grupos. Los jugadores tocarán los conos marcados por el entrenador y realizarán un  sprint en busca del balón lanzado por éste. El 1ª en llegar al balón ataca, el  otro defiende.  Tras finalizar, llevar el balón al entrenador por un lateral.",1. En inglés. 2. Defensa puede finalizar. 3. Regate.,"PREBENJAMIN , SALA",FINALIZAR,20x20,4,2,10,"BALONES , CHINOS",TAREAS_Images/19391e4c.IMAGEN TAREA.134056.png,,,http://drive.google.com/uc?id=
T267,ACCIONES COMBINADAS,1x1 FINALIZACIÓN  (PASE Y  DEFENSA),"Dos equipos (azul y rojo) situados, uno al borde del área (azul), y otro en ambos palos de  la portería. A la señal del entrenador, un jugador del equipo rojo (palo derecho o izquierdo), da un  pase raso al jugador del equipo azul situado en frente, al borde del área. En ese  momento, sale a defender al jugador que recibe el pase. El jugador del equipo azul debe  controlar y disparar a puerta antes de que llegue el jugador del equipo rojo que intentará  defender el disparo. Una vez finalizada la jugada se repite el proceso con pase desde el otro palo de la  portería.","Pase raso, con bote o globo.  Finalización con control o sin control. El pase se hace a la fila contraria (en diagonal) 2x1 (pase a azul y atacan 2 azules) pase portero","ALEVIN , BENJAMIN , PREBENJAMIN",FINALIZAR,30x20,4,4,20,"BALONES , CHINOS , PETOS",TAREAS_Images/41671261.IMAGEN TAREA.134223.png,,,http://drive.google.com/uc?id=
T268,ACCIONES COMBINADAS,FINALIZACIÓN  (conducción + regate + defensa),"Jugadores divididos en 2 equipos. Todos con balón. Inicia equipo azul, conduce balón, realiza gesto técnico a la altura del cono y finaliza hacia  portería.  Tras finalizar, defenderá al jugador del equipo rojo que habrá salido (a la señal del  entrenador) conduciendo el balón para finalizar en portería.  Harán un 1x1 para finalizar (el defensa deberá sacar el balón fuera). Tras terminar regresan a sus filas con su balón.  3 rondas cada equipo y después cambio de filas.",,"BENJAMIN , PREBENJAMIN",FINALIZAR,20x15,4,4,20,"BALONES , CHINOS",TAREAS_Images/4eccee74.IMAGEN TAREA.134603.png,,,http://drive.google.com/uc?id=
T269,ACCIONES COMBINADAS,1x1 CON FINALIZACIÓN Y TRANSICIÓN  A DEFENSA,"Dos equipos (azul y rojo) situados uno enfrente del otro situados en dos  hileras. En frente dos porterías de conos. A la señal, comienzan el jugador 1  en una conducción rápida y finalización en la portería de conos. Jugador 12  intenta defender la jugada. En el momento que jugador 1 marca o es  interceptado, jugador 7, sale rápidamente a marcar a la portería libre,  mientras que jugador 1 pasa a defender el ataque. Todos los movimientos se  producen de forma sucesiva, en el momento que termina un ataque  comienza el siguiente Jugador 7 se quedaría a defender la siguiente jugada.",,"ALEVIN , BENJAMIN , PREBENJAMIN , SALA",REGATE,10x10,4,3,15,"BALONES , CHINOS , PETOS",TAREAS_Images/b4544b9e.IMAGEN TAREA.134721.png,,,http://drive.google.com/uc?id=
T270,ACCIONES COMBINADAS,FINALIZACIÓN  (el desafío),"Jugadores por parejas, sin balón. Los dos jugadores se encuentran en la misma línea de meta, uno en el poste  derecho y otro en el izquierdo. Después de la señal del entrenador, ambos  salen hacia un balón puesto a unos 12 mts. El que logra la posesión del  balón debe: El jugador del poste izquierdo intenta marcar en la portería del fondo.  El del poste derecho debe marcar en la partería de la que ha salido.(el  defensor deberá dejarle controlar antes de iniciar el 1x1).",,"PREBENJAMIN , SALA",REGATE,40x20,4,2,10,"BALONES , PETOS",TAREAS_Images/d734a0ef.IMAGEN TAREA.134843.png,,,http://drive.google.com/uc?id=
T271,TÉCNICA INDIVIDUAL,HABILIDAD  (Pase + regate),"Por tríos, colocados en hilera.  El jugador del centro (nº 3) realiza un pase corto hacia el compañero del  extremo (nº 1) (y cuando la hagan el regate ocupada la posición del  extremo). Éste controla el balón, le encara y efectúa sobre él un regate y  después da un pase corto y/o medio al compañero del otro extremo (nº 2),  saliendo a ofrecerle su oposición (luego ocupará su posición). Jugador nº2  realiza regate y da pase al extremo, repitiéndose la operación.",,"BENJAMIN , PREBENJAMIN , SALA",REGATE,20x10,4,2,10,"BALONES , CHINOS",TAREAS_Images/53fa3da6.IMAGEN TAREA.135055.png,,,http://drive.google.com/uc?id=
T272,ACCIONES COMBINADAS,JUGADA COMBINADA 1  (Pases y finalización),"Jugadores divididos en 3 grupos a 10 mts del área (A, B y C).  Sale un jugador de cada grupo a realizar la jugada. Inicia juego desde A, que realiza pase  a B que controla y pasa a C. C, tras controlar, conduce por banda hasta línea de fondo.  Mientras C conduce, jugador A y B se cruzan para posicionarse para rematar: jugador A  va al primer palo y jugador B va al segundo palo.  Jugador C centra para remate de jugador A o B. Tras terminar, jugadores se cambian de  posición (A pasa a B, B pasa a C y C coge balón y pasa a la fila A).",Poner defensa. Cambiar dirección de banda. Saque de portero a A para inicio.,"BENJAMIN , PREBENJAMIN",FINALIZAR,30x20,4,3,15,"BALONES , CHINOS",TAREAS_Images/8dc3f3d4.IMAGEN TAREA.135213.png,,,http://drive.google.com/uc?id=
T273,ACCIONES COMBINADAS,JUGADA COMBINADA 2  (Pases y finalización),"Jugadores divididos en 3 grupos a 10 mts del área (A, B y C).  Sale un jugador de cada grupo a realizar la jugada. Inicia juego desde B, que realiza pase  a C que controla y pasa paralelo a B que ha ido a la banda para apoyo. B controla pase  de C y conduce por banda hasta línea de fondo.  Mientras B conduce, jugador A y C se posicionan para rematar: jugador A va al segundo  palo y jugador C va al primer palo.  Jugador B centra para remate de jugador A o C. Tras terminar, jugadores se cambian de  posición (A pasa a B, B recoge balón y pasa a C y C pasa a la fila A).",Poner defensa. Cambiar dirección de banda. Saque de portero a B para inicio.,"BENJAMIN , PREBENJAMIN",FINALIZAR,30x20,4,3,15,"BALONES , CHINOS",TAREAS_Images/9efd7c99.IMAGEN TAREA.135310.png,,,http://drive.google.com/uc?id=
T274,ACCIONES COMBINADAS,CIRCUITO  ( pase + control + finalización),"Jugadores en 2 grupos.  Jugador nº 1 (azul) inicia con pase frontal a nº 2 (azul), éste controla con  pierna alejada y realiza pase a jugador nº 3 (azul), quien controla y realiza  pase a nº 2 que ha venido a sprint para finalizar.  Jugador nº 1 va a sprint al  siguiente cono una vez que ha iniciado la jugada.  Después, realiza el ejercicio equipo rojo","Limitar el nº de toques. Cambiar finalización.  Velocidad Jugador nº3 en lugar de pasar, gira y finaliza","ALEVIN , BENJAMIN , PREBENJAMIN",FINALIZAR,20x20,4,2,10,"BALONES , CHINOS",TAREAS_Images/76c4ac05.IMAGEN TAREA.135359.png,,,http://drive.google.com/uc?id=
T275,ACCIONES COMBINADAS,JUGADA COMBINADA  ( conducción + pase + finalización),"Jugadores en 2 grupos.  Salen a la vez desde el centro del campo, realizan zig-zag (conducción)  entre conos, realizan pase paralelo (pierna izda. y dcha.) y se mueven hacia  el borde del área para recibir pase del compañero (nº 4) que está en la  esquina del córner. Finalización cada jugador desde su lado (con izda. y  dcha.)",Cambiar finalización. Jugador nº 4 puede actuar de defensa (luego coge  balón y va a la fila),"ALEVIN , BENJAMIN , PREBENJAMIN",FINALIZAR,20x20,4,3,15,"BALONES , CHINOS",TAREAS_Images/f322b4f3.IMAGEN TAREA.135446.png,,,http://drive.google.com/uc?id=
